CONTRACT_ADDRESS,APP_NAME,VERTICAL
0x58156e414780a5a237db71afb0d852674eff8cd98f9572104cb79afeb4ad1e9d,suinet (unknown),NFT
0x5818295b2823f6f1be62abb7326abeddea01ca51c088f5d45a1853116a26d65d,AlphaFi,DeFi
0x582e3907c3fd490e14eb1b002c8308a9486d73e7dcd49484362da8d37507a6f4,Mole,DeFi
0x583a0b3bd7fb297172d1def09d029ac86793fbfc1350407fafe287c9ab9ad15e,PandaSui,Memecoin
0x585381670c3d7c1f78caeb6c803f449442659743f4047a01b942da08bbfa19f6,Cetus,DeFi
0x587614620d0d30aed66d86ffd3ba385a661a86aa573a4d579017068f561c6d8f,Cetus,DeFi
0x58804313971e8929f7e4f09fe344b69fceeac559d8794b49d6a0a394ca8eafc8,AlphaFi,DeFi
0x9d451fa0139fef8f7c1f0bd5d7e45b7fa9dbb84c2e63c2819c7abd0a7f7d749d,Sui Name Service,Utility
0x9d78eaed272d80003c0f6f977eaece3dc0a15e289fced1179310832494414791,DoubleUP,Gambling
0x9d82f26e07193fa03e8568022a185932599e14c40bb04e678960d821df05de60,DoubleUp,Gambling
0x9dd8a73b43530ef5810595967acae3ba9f0e12ca03ab1f2816c15c955de793f0,Capybara on Sui,Gaming
0x9df4666296ee324a6f11e9f664e35e7fd6b6e8c9e9058ce6ee9ad5c5343c2f87,Turbos Finance,DeFi
0x9df92fce9792ca214202af620fb8ff289306600cf886c198879dbb5664c2d933,AlphaFi,DeFi
0x9e0ac77852731a8c89c9c40713f97ea73dbd15c24663bfa8d158e1b64fbb764c,Pebble,Gambling
0x9e0fe0f250c32ab15c75aaf75555a334e8dd3d8491ea008e87412e360e53b98f,SuiCityP2E,Gaming
0x9e30042131617219e55ea4fb9b2808650ee1ed4a7df6cffe310f77c83dbfedc1,Sealion,
0x9e30efa44fc125b7b704dab2ca3536a7d83228f00b0d1415569eed60455b9c06,Scallop,DeFi
0x9e391a061fb2030386a30fe4c76cb523ea8ee8a692cc378f8f71d039fa7370d7,Weiss Finance,DeFi
0x9e3dab13212b27f5434416939db5dec6a319d15b89a84fd074d03ece6350d3df,Bucket Protocol,DeFi
0x9e4b6cc8172b935f5d220c85464acb0158d041c83880c9394f8fceb4dba26fe4,SuiCityP2E,Gaming
0x9e632b0a18df2737f0fc9fa0300a8963ea0c5c88c2dcd7ef6a9d6d7669689615,STEAMM,DeFi
0x9e69acc50ca03bc943c4f7c5304c2a6002d507b51c11913b247159c60422c606,Cetus Protocol,DeFi
0x9e749ab754b674df199bc7bdccbad5bd814b181d73e3e03edbca02becc9d5162,BIRDS,GameFi
0x9ec78ad67035029b202a08d25f72ade9c6ed6ca3abb0939fade3e895117d69a0,Weiss Finance,DeFi
0x9f1b49755d4091b6f0a45b9894b3c67cfe313fe56d174f1af58d696021520ec3,JewelSwap,DeFi
0x9f48e186b1527bd164960a03f392c14669acfd1ef560fb6138ad0918e6e712a3,Doonies,NFT
0x9f717fb854585ae983a371deabcc95f51d6ea3b7fceb4461634dd0b10e421b6c,AlphaFi,DeFi
0x9fa42aa6f73652e3123701705731873bee2fc407b05777b96583bfa389277053,DoubleUp,Gambling
0x9fa51767c9183ef253a9d93b3b64964480c384b1383fb3da70f2938c3255cce9,Typus Finance,DeFi
0x9fd1f3955e4f9b943fd0812e3a4e3629c163ca772be7438e79b85d7734a580b6,Kai Finance,DeFi
0x9fd702cf1a8db5a2e99be20be6750d22ec75c30d57e3d9ccbc37c9b4ad7bef21,Cetus,DeFi
0x9fe1780ac27ec50c9c441fb31822f5c148f841f09ee455c6a0daf7c634a30a27,SuiFrens AI,NFT
0x9fee562b11e12f8680cbfa35c06b73a91056a679af18ffeceef5d9064026fb4d,Kriya,DeFi
0x9ff0c50083cf24e9bdf08c640ef140c6a3880a08c6d6c7dd64b6247b31d0ee83,Typus Finance,DeFi
0xa00bbd83505a0f20972d57f837b2a9b0c37a7d3deb5d3b32770561767d4f0ba5,Vendetta,Gaming
0xa03ab7eee2c8e97111977b77374eaf6324ba617e7027382228350db08469189e::ybtc::YBTC,Bitlayer,DeFi
0xa05122e6c5536d80d3bcf8cf541f20dbe8c35495a7fe0e4433394221de0ad3e2,Scallop,DeFi
0xa06da522cc0f6a9b90e3b1b5bd4289e0943b3720d5eae0c364f71a9133c5add3,Bluefin,DeFi
0xa06f691ab33cf37800ae1b79425efce85817b21cd50d6fc64a9bd4c5cacdc3c6,Bushi,Game
0xa095412a92ff0f063cbea962f2f88b1a93cbc85c72bebf5dd7d90a8e2d6375ae,AlphaFi,DeFi
0xa09c0ab4a0038821c145a5157a714a7009b8e53d463aec9f4e27b113b8a965ce,Pawtato Finance,DeFi
0xa09e7dd0670ad0a97ca378573199fe970a9c7c34925c3d0867b623bb6072cb90,Sweet Phase 1,Commerce
0xa0a11d0fae2915e4decd8fcd324b70d4895085ac114cd99b3e751a91b483e9b4,2048,Game
0xa0a5f1c9935d3e4118b74b12f31e1c47edd391e643abfaf5e51960db61851ed3,Typus Finance,DeFi
0xa0a9d51418675b0df84092441e81d0b4fdae4a6309d42c7a38254faf8eb1da22,FlowX Finance,DeFi
0xa0bab69d913e5a0ce8b448235a08bcf4c42da45c50622743dc9cab2dc0dff30f,OriginByte,Utility
0xa0c069aa068f01b31b01851afbd46cef9f15407436fd1aa59fda1d50287d47e1,DoubleUp,Gambling
0xa0c4bb412c1d6121c1b6a40954ef76c3b1f75248211209e94726496f46a59ce0,Vendetta,Gaming
0xa0e3b011012b80af4957afa30e556486eb3da0a7d96eeb733cf16ccd3aec32e0,Haedal,DeFi
0xa0e9549b50bcb11d22b251593f5409cb51dad06af8599e7ba4732876292592bc,Scallop,DeFi
0xa0eba10b173538c8fecca1dff298e488402cc9ff374f8a12ca7758eebe830b66,Kriya,DeFi
0xa0f0687f5122e80366716e6594d9a5aae2015b24003d9bcb6b4576af357635b2,Kriya,DeFi
0xa121190e829652194115fe8a6682b97118d5b306b12600470b134dec8d835e75,Cetus,DeFi
0xa130ecff86d8f6ace3fcc1f390293c042b4283a68bc07df26fca02c00b05ff7e,MoonBags,Memecoin
0xa13447019cd982d6bef91cf7b46ad384a52583b1dfc2bdecf31ef0c4bd787a0f,7K Aggregator,DeFi
0xa1775dea7316614ab994829ab5e7d0d277271d36a54af90b4263d3de9d278f17,DoubleUp,Gambling
0xa188face6d2b0fee84f4340232c070ab7ec01e4b8dcbc7f459cd55da2f7157bf,Hop,DeFi
0xa1926ee9753073c0c751c2456934a00b4efa039942db82a2b861c6628d74e42c,AlphaFi,DeFi
0xa1ae9afcd3ee1f7b082580c100cb3dbcba03713112638f86d8b5a5026b025253,Lombard LBTC,DeFi
0xa1b46a9c649e70b4c07a522e7b04cc93ccf265d1fba51c0d4d24d839ba50a67f,FlowX Finance,DeFi
0xa1b6bcedb10a96173b4f3bedfd1fbdbdd50f306034b8fcc08c0b55b45554b7b0,Suilette,Gaming
0xa1bd20591f15e4bb45b182795d6900ea30fcf8a921b85230ec3b78c69da7f6ea,Aftermath Finance,DeFi
0xa1caa1a77e87344a65e36c06c24a493e668f55036cb8f3b77f6148d9f9d0fa7f,Scallop,DeFi
0xa1f1e93a392f011c69175d9064f5c4cb45ecd46468c1c9f537d3efa1d021cb95,Bucket Protocol,DeFi
0xa207a31cd72f9be72a17dd56b577df40aebd44f975c669031917ee1e0cbc44e4,Scallop,DeFi
0xa216988d4f1eb4a9cc067e3e44765ecbb32833d6e0cb19e914ecb6f44dfb518a,Typus Finance,DeFi
0xa24558278d929dd9f439941ef90c684d66a6ea2d5d88091410ecb1f0f984cd90,Magma Finance,DeFi
0xa24d34f5d06a90ba17acfe29342008aff8ac8f64d11ac8190510aaba233c7caf,DoubleUp,Gambling
0xa24e0e8aa1acd572230044c127f4173b77cf0c175573c6ef4bb5ea479ab340b0,my_hero (unknown),NFT
0xa283fd6b45f1103176e7ae27e870c89df7c8783b15345e2b13faa81ec25c4fa6,Streamflow,Utility
0xa296754b816dd405a435c669d35869d12a532516c9f49220ef181dcf50b82b35,Movescriptions,Utility
0xa2b0cea68ded8ac9dd3321999c4bce21153181af7f3e3b47fd6789f23892f6cb,Poseidollar,DeFi
0xa2d8a4279d69d8fec04b2fea8852d0d467d3cc0d39c5890180d439ae7a9953ed,Cetus,DeFi
0xa2ecc713833a4c60b46cab3c3154b38391cc1136c77e0dcf99237e7394960e70,AlphaFi,DeFi
0xa2f06318d797e3a2ba734069165e164870677f705d95d8a18b6d9aabbd588709,Aftermath Finance,DeFi
0xa2fe8e900d719813fee1ffaea14d5a2b5516a4d15b75f14aa0cf27c531c20ae3,Cetus,DeFi
0xa31282fc0a0ad50cf5f20908cfbb1539a143f5a38912eb8823a8dd6cbf98bc44,Bluefin,DeFi
0xa33104bba25e73cefb2039d93b5a21492f0a5fccf85b6b5aaccb00d7c148c716,BIRDS,GameFi
0xa340e3db1332c21f20f5c08bef0fa459e733575f9a7e2f5faca64f72cd5a54f2,SuiMine,Memecoin
0xa3654ebb63eb06c0f4ff52f8aa6512df9f164f7772bdf15dac3709bd3798dda9,Scallop,DeFi
0xa390965beb1f120a469183ac10ccbac83e78dd7f505e9dcc803a93c7a079d9fd,Typus Finance,DeFi
0xa3c7e6c7c97ba33e9c49ae95d14c304638044388e11f5dc75afdf35d69f4442e,SuiCityP2E,Gaming
0xa3f091e9aac4747a85469298bb3e91f751a0c3b70a3aec5c1d425ffc2e673bab,Sakaya Market,NFT Apps
0xa4316a89f85fbdf6c0df30bd0486de0d93b024a530e1bd35c15ade821bce822a,Astros,DeFi
0xa4427e9b9dea8c5cfa919cdbc3831a8469de90c83f07e6981e644ee062de0952,Final Stardust,Game
0xa448a10cebbe70503a46bd2c13c3cea3159e39aa5ad5ed99c2d87aa05b691ada,FlowX Finance,DeFi
0xa45b8ffca59e5b44ec7c04481a04cb620b0e07b2b183527bca4e5f32372c5f1a,Scallop,DeFi
0xa48307cc93a049bc1bfd42ad91eb9de4c11854ac9653481289689948a4b18ebb,FlowX Finance,DeFi
0xa4a42b531159f7d5ba5121018339074eef026c0b2aaca38546ee6e25d41a5eaa,Typus Finance,DeFi
0xa4ceb3319e8790520c53aef2e1197a41c18c4bfedaf05bcef490bee7fd436f59,Magma Finance,DeFi
0xa4d4c1b9bccd5e84224586a68937efe4dcbf9013fb90e5c8a5bdb1e3895dbfa8,OKX DEX,CeFi
0xa4e82763f9c719570d948e47dfc42992d35b29c756c59d367e81f00d6a685bd1,Scallop,DeFi
0xa4fe67f43f3529315d61021b1e05909db43682f61f362204e1aff640cb4e9a6d,DoubleUp,Gambling
0xa50c5032b2b78df713f60f22d509de1226eab9fc9b101ef85786e0cb696afdd9,Aftermath Finance,DeFi
0xa510a1006332f820c7ee52316f4f2f0d2d9379200a8da2b6505de99d3c15098a,DoubleUp,Gambling
0xa515122dd351f8acf9e4a307fc713e7c21b076d0192c49d3674684a583354a85,Kriya,DeFi
0xa51c812f1a078f0d2f70a90399084be45f686b95af4f36d783f030b5626aa2a2,Lotus Finance,DeFi
0xa520e66a048f3272f02709c9a6cb4b8e33ce23a7d7157084a8d13f3fd1867089,Pawtato Finance,DeFi
0xa5239cfdb84856fa466b7cec4da42954fc9901b2a48dd5320d670a1b21028207,Suilend,DeFi
0xa558b576d1eec3f6a7de3420c9d61e9c5fe732e9237963c6805e1e5a5d9af7cc,BlueMove,NFT Apps
0xa586afe71d1d2768df37d4e0da7272a8b596fe38fa04c760f31c7450cef2989a,Capybara on Sui,Gaming
0xa5eda33c0829a546b55fdf0bb1ad88175df00e1c72690b79ac966c49082b9834,STEAMM,DeFi
0xa6304815f113c1913a3e2aee388650974f485321085b1868790b79c65775a9c6,RaidenX,DeFi
0xa63ef15b335fbed6215209e712a186a0d12095f8d52624e5bca2b3aed4d57c2f,Full Sail,DeFi
0xa653f8b58d59c14596011927175185d9f3063aa02293e63e1650a93762446ca2,Scallop,DeFi
0xa6553b86fae037ffcc60a6df0bdf3019d441e01a14fccf0fbe75a52c14bd254e,Moseiki,Social
0xa65e619038fe841c38a04dfbeb23db7dd345d019a45e885b1a2c67e686298590,DeepBook wrapper (unknown),DeFi
0xa683f4e3e190850cccef24f6e006920e4ce28b1ab311a23ffac8eadb0f71a457,6degrees,Social
0xa68df202f3d60d4309f9ed9e9adc4f78b522885546a98d4fb9b601fe546f5786,Typus Finance,DeFi
0xa6baab1e668c7868991c1c3c11e144100f5734c407d020f72a01b9d1a8bcb97f,Aftermath Finance,DeFi
0xa6c86f919dcc570750320c3cd3d775b449f66947a0570f76ebd4035c21e7a85b,Typus Finance,DeFi
0xa6f51036cc53d7c87589894f0d6a0011ae7eea298e9d5ee32ac64681fa627c81,AlphaFi,DeFi
0xa72f514cc057f12cc30d99f0aacb0d7b9e9ae9410b4a9dfbeebc39a950f1632d,Typus Finance,DeFi
0xa73893381457055cb4c1ba97dca9ad611acd84e2c9eada7a9fdff9d40a0b1591,STEAMM,DeFi
0xa76499eda1d37751473de5f30e106f35943ada2f6ea764861243e7f5aa5bcc97,Typus Finance,DeFi
0xa78db4aca13e92bcc622aef9026aeca86abe380a324163854a1d0bf02467fe5c,WinX.io,Gaming
0xa7ae1b3700211d7fa618c1ce9af5f0d120028d8b3188333abf97a1f142adc10f,Nemo Protocol,DeFi
0xa7bedeaa28ff3defa50d012812618178727f530bc5a70af5d03fc6424a984cc7,Typus Finance,DeFi
0xa8270813b13f0451780e4f1cedc8285201e9906eff965dca9e2bde95dacd21b7,Typus Finance,DeFi
0xa833f9b8ba9cbfad068268cdd430074372cc5eba924854df2fa0b893c26c4939,Hyperspace,NFT Apps
0xa83fb2883b31af7226eb805dc607ec08cee70c2e474272ddeab456abf04542c1,FlowX Finance,DeFi
0xa8439435312d627730f2b36d6aeb264cda6e9b41a17416483737df273d17b465,FlowX Finance,DeFi
0xa85fbe2349109bec0f3f229a01fa018e7156aca6deef7b1d37fdaf7feea2b4f7,Weiss Finance,DeFi
0xa87a0694eee79287dcf20b6a31bf7588463868f99fe00a3cd289915bb0e15cda,Mole,DeFi
0xa8816d3a6e3136e86bc2873b1f94a15cadc8af2703c075f2d546c2ae367f4df9,Wave Wallet,GameFi
0xa89b7511945539063cc0986465ccbaed1a06183b34feb78de9b287279e4bf318,Jackson,
0xa8a4f9c4f6c65bb20088221b22d5d661a6ff6b8565bda2f494a73275612f8be9,Astros,DeFi
0xa8b5c1c432b2c43d3089f4dbcaf457e667b1c1ece751991c6d5844c8e3807d76,FlowX Finance,DeFi
0xa8ce28ca030aaab1121c71ddb83390b34015c9bc6e46d8df23052f41d235e90e,AlphaFi,DeFi
0xa8ddb49a989235f99c1100cad86e79685aca4cde696d1c4f084296917b2d0813,jk arb bot (unknown),DeFi
0xa92fa34cca082c813af2cc28d9b151ca5b684758ed0bee9cd42f5791e1333e38,Aftermath Finance,DeFi
0xa939570fccac7a6f9b6a835c70574b69976c400df5fe947a6ca8d925c408466b,Typus Finance,DeFi
0xa945b08b2bbb9b6124f5918be22c8f0199944a67478165e1a2cf8e3c6c107ad3,Pebble,Gambling
0xa9604cc6b7ba8a55671f02751621601e34ed64b35b3b68a0c526bd41aaf460f3,Fountain Finance,DeFi
0xa961e082fa717e3b863878595280ce1d364f8a5442f2ddb96906fce9f831daf9,DoubleUp,Gambling
0xa96528decac392b8b8c6b9c5fc6d46b5614adbade964b6e414c9430a45615607,Bucket Protocol,DeFi
0xa96cd71ea7b5a9969bf5379114c41023ed1d468ce4aea1693c3fb886a6ed3894,FlowX Finance,DeFi
0xa975de08bff84bf711a711ae95249e0d1358c60c01bafd78f8f251923cf5c774,Lotus Finance,DeFi
0xa99b8952d4f7d947ea77fe0ecdcc9e5fc0bcab2841d6e2a5aa00c3044e5544b5,NAVI Protocol,DeFi
0xa9a230dd94cc5ef225bc553e9bc02d9000a6b5f965a8ea65d25630cc3ca2a3a8,Umi,DeFi
0xa9aee0477f07c13ecca43d090bb0254af44986806bdfa92db24be4301b7b137f,MoonBags,Memecoin
0xa9cdb9d8e80465c75dcdad061cf1d462a9cf662da071412ca178d579d8df2855,Scallop,DeFi
0xa9e3193efd15564c33121e614c5e1a28ae9de560b87455b520e25613dfad2871,Releap,Social
0xaa0315f0748c1f24ddb2b45f7939cff40f7a8104af5ccbc4a1d32f870c0b4105,SupraOracles,Oracle
0xaa4f958759df1be17107e26227bf22c1cb216e7cc2b148d210d46aa0a8f6728d,Bucket Protocol,DeFi
0xaa5475c8c7ab8e98a94b2cacec74bff3c4733f697a3c4210e0220806698f1d1f,Typus Finance,DeFi
0xaa5c53240d338514907ce7254a14730716adc3c0d1d4f55485b0178d61881947,Nemo Protocol,DeFi
0xaa605a0d4b31554eeb407be258facc36d79ef0a40a2d24e0330c7fe3274557ed,DoubleUp,Gambling
0xaa623ceca8d51b3a7fa4303a46e2d76a661eb4639159657164766d1dcb02a38d,Artfi,NFT Apps
0xaa644104d5b63baf73e7f7a1148f7fb062f0e882862f01917b7be823426deb25,Trace,Commercial
0xaa883e5bde19e7ec893c12434660a910e9b7d685336d3d54b3612f9ae068fd97,Aftermath Finance,DeFi
0xaa94fca6a3a28983d776b867d376d161600d35fd0ac6cf51c1244d8ed62a44db,DoubleUp,Gambling
0xaabf0856070391df81fad9240049d69c5a51c3d376cc0885eeedd516526cc79b,Haedal,DeFi
0xaac1fdb607b884cc256c59dc307bb78b6ba95b97e22d4415fe87ad99689ea462,Scallop,DeFi
0xaac58cbde2f1623f92344627331c681cd604e53d68f02f29feb36c3123aa629d,AlphaFi,DeFi
0xc2fcd4aaa43496491e1e437fb8d8912646555d259ab7b59503a9dfead0671fd5,Aftermath Finance,DeFi
0xc2fe61bf4efeb7cb8bb7ca547ff83f07483e8fdeef51c881aab89735a14ecaf4,AlphaFi,DeFi
0xc333c671dd102324ee32517420fc3faa7d147e424cb8db2d7b6a925108dbf98f,Pebble,Gambling
0xc33c3e937e5aa2009cc0c3fdb3f345a0c3193d4ee663ffc601fe8b894fbc4ba6,Cetus Protocol,DeFi
0xc34a89eaaf7c6381ff433a3011d569ed2d60184ba72a50a56bbbac07c07d6305,FlowX Finance,DeFi
0xc35954508b6aee9274348791774406c718800995e3241fe693d49e99c5503821,FlowX Finance,DeFi
0xc35ee7fee75782806890cf8ed8536b52b4ba0ace0fb46b944f1155cc5945baa3,AlphaFi,DeFi
0xc385a6b2989786403d9f8a303b645ca7d1de2199035e4f892b917db3fe4cdc43,Tearline,DeFi
0xc38f849e81cfe46d4e4320f508ea7dda42934a329d5a6571bb4c3cb6ea63f5da,Scallop,DeFi
0xc396a92a74917ae414dee481c74f4a013ab88ce11aae48c337ac4e6dc95f513b,BlueMove DEX,NFT Apps
0xc3a75ca33a173f983de7448b3675ed5cc71d239e2633481dc9abfc3aadb4aa86,Typus Finance,DeFi
0xc3da6403badc238ec12125f24202c026de166d2992a2dfbcbfca38744a575c20,Movescriptions,Utility
0xc3fa73e68e5324871e0c9b2e67f61c3a594a62ab4b1128e781c5280f2702d116,HOMINIDS,NFT
0xc3fb5907e9d8aa5cb0e866152da81f6ea9799c210b52a9d64eb3729d033e8c21,Bucket Protocol,DeFi
0xc4049b2d1cc0f6e017fda8260e4377cecd236bd7f56a54fee120816e72e2e0dd,Aftermath Finance,DeFi
0xc40b43f0aa4ba5a4d71e39770265d3698d0e6dcfd846b7d7c443207f4e919e04,Cetus,DeFi
0xc426da5c157a4595aba5bd9640cb5ccc1c41e847ab4898944dd2e449ef634266,Mole,DeFi
0xc427209145715a00a93d7e674a95c556a7147d79fda1bbaeb1a1cac5f9923966,Typus Finance,DeFi
0xc42d1f1c1622daab6ac1f5711f3856fa298919f1737945e341f547e2f3889bc5,yield farm (unknown),DeFi
0xc436a8ccc36e649e0fd8c7cec88ca89747b69ba5bdefb15be2f93ae1ae632800,Weiss Finance,DeFi
0xc441dac0335300ee0c37280f5daad227cbe86b3ad59b428e486cb6a981f43c1a,Suilend,DeFi
0xc44d97a4bc4e5a33ca847b72b123172c88a6328196b71414f32c3070233604b2,ZO,DeFi
0xc4808fe7296f41f30c3d226966d6303a84ad4c39ffa9301ca08fe5ab09a70a8d,Typus Finance,DeFi
0xc48ce784327427802e1f38145c65b4e5e0a74c53187fca4b9ca0d4ca47da68b1,Memechan,
0xc497cf3203d825ec33122ab9f4af16b5b4b23428349a9c9487e0c9eb05cacb06,Aftermath Finance,DeFi
0xc4a54dc9badc78e3201c2117fdcfba77bcf112b8b999f421e9a843ca8e4a137e,Scallop,DeFi
0xc4d202e7aec959d021b4ff73d3fafae49d4efecb6215c031c2cf3e635d81a459,AlphaFi,DeFi
0xc4d6096b28d4de04180414c6dc1c76323ae08ad310f286a7f9eeb807aa1978c1,BlueMove,NFT Apps
0xc4dc6948a7d0a58f32fadd44e45efb201f44383bfab1cb6c48b9c186a92cc762,Mole,DeFi
0xc4ebf35be1478318d78c324342854dd2735a036139373a9d41a1aa3a46a01d05,Haedal,DeFi
0xc4f793bda2ce1db8a0626b5d3e189680bf7b17559bfe8389cd9db10d4e4d61dc,Killa Club,
0xc4fc918e5b04f300b40b6617af962dc392235e33662ec5ee9b7d6d6577251df4,JewelSwap,DeFi
0xc51203fb802e09f7bdb87e8433ea2fa4a19068164040f5fac284a032ee433e7a,BlueMove,NFT Apps
0xc53f5252e70bb34d172dfcdef243eb53678af529affbecc7d0bebedeaedb25bf,METASTABLE,Stablecoin
0xc54d64e66daf6a562b91c2ac9208b302be5888bdf41ef16bcf1867ac64ba8b8d,RaidenX,DeFi
0xc560f96f691ee7e2338129aca3639f192ac86b7720e4f58d2425a8e48f02794f,DoubleUp,Gambling
0xc59b6e86021387a4244f94bc5275bb2c97905b0d5b18ea995c9be14764fd134e,Scallop,DeFi
0xc5b2a5049cd71586362d0c6a38e34cfaae7ea9ce6d5401a350506a15f817bf72,OmniBTC,DeFi
0xc5e95051a7fb49b09c0b545e08c0da16cb19fff9ac9be844b6ee46fdfc487639,Weiss Finance,DeFi
0xc6133a24d058bc03f645232710c442072a003ea624e9f020a5429395319c557c,Movescriptions,Utility
0xc6291e40f5a417a84e76615b97eb26059b9d34e72b36c4405b8b5e1e19b27f93,Sui Place,Social
0xc63072e7f5f4983a2efaf5bdba1480d5e7d74d57948e1c7cc436f8e22cbeb410,Scallop,DeFi
0xc6374c7da60746002bfee93014aeb607e023b2d6b25c9e55a152b826dbc8c1ce,NAVI Protocol,DeFi
0xc64701f8adc8852586aef50cc834dfc01740fee871944946c659fb3747f8f5e7,ABEx Finance,DeFi
0xc64ba9b6ae60118934216041b5053b0e46e8bfe4bbcb7bf7aa3805b8fc0307c4,ABEx Finance (virtual ADA),DeFi
0xc66997fb4fb1c3459eb9b750b192b44269808031aa3c75505154f8f433489117,AlphaFi,DeFi
0xc66fabf1a9253e43c70f1cc02d40a1d18db183140ecaae2a3f58fa6b66c55acf,Aftermath Finance,DeFi
0xc675bb39be0567d2612a149915f83f5062067181cceb196a75e049df3b99cd2b,ZO,DeFi
0xc6c1c12715051ddb959f431555def40dad7d2949b96e8dc44ce616aa06485b3c,Mayan,
0xc6db052c83ac3d55a7a9f230e44489a2680df5758cda5d3a499a471ede9976ec,Mole,DeFi
0xc6fa96e203d7858e1925563bdc2c75d1c2ff57af90cad46a7ad3364573e20fb0,Deeptrade,DeFi
0xc6faf3703b0e8ba9ed06b7851134bbbe7565eb35ff823fd78432baa4cbeaa12e,Cetus,DeFi
0xc74531639fadfb02d30f05f37de4cf1e1149ed8d23658edd089004830068180b,Clutchy,Marketplace
0xc77612ec9439e0de3a4acd17b75376f8672337a17a9022dfe02a74910cb3527d,SuiCityP2E,Gaming
0xc79cc39cdbd2cbd3c9f3166c33c4ecbb737a6be35ad697d19882392e4a349206,AlphaFi,DeFi
0xc7abe17a209fcab08e2d7d939cf3df11f5b80cf03d10b50893f38df12fdebb07,SupraOracles,MEV
0xc7adb646cb41cfe09237bd656d2f4a2b239c1dfa3164fe6cc0bd9eeb3a3eccd1,SuiFarm,POW
0xc7b842347b0fbebabdee379414e874abc7fc5294b1e08961baa32e501ebedb48,VirtualDaos,Social
0xc7e213340f66a69d4d9e97e9e9f0b67b0ec49671358b3af0d7a84c0d5a5598f9,Wave Wallet,GameFi
0xc7fb572c8877d3e01b68926de1c9dfa6125125b3d304da521be94ea16ddf6a70,Aftermath Finance,DeFi
0xc7fee0e30371f424672fc725435ea7045f183ae282bb1f1ec6bfef8b969abad9,FlowX Finance,DeFi
0xc8048e2e780271d475eeeb8f8be1393277b221f0874236e14d963acfec4207b2,Ornn,Gaming
0xc80721d45b4e4b461b8b2d9c262b656f7e8a8fa936f03f5909044ba289204062,Scallop,DeFi
0xc83a99245618b05201f3fb04d3a22abbcbe82be7c847dd48a59a531f8feeb37c,FlowX Finance,DeFi
0xc84b1ef2ac2ba5c3018e2b8c956ba5d0391e0e46d1daa1926d5a99a6a42526b4,Momentum,DeFi
0xc8613b1c0807b0b9cfe229c071fdbdbc06a89cfe41e603c5389941346ad0b3c8,OriginByte,Utility
0xc8855fe70c65f370ca41a49e02ee9243c7cc0575954b2f4887ebe528b44b9617,DoubleUp,Gambling
0xc88768f8b26581a8ee1bf71e6a6ec0f93d4cc6460ebb66a31b94d64de8105c98,Move Registry,Utility
0xc8918d9f8e5a0818f946ee47162c1dba5f74a3e3e7fda98c87c88c78eaaae833,Ornn,Gaming
0xc89f4edb8f4dafb97934dbfce11ac132c07759c3bdda6f31d09c7fdca3b80b76,SpringSui,DeFi
0xc8a5487ce3e5b78644f725f83555e1c65c38f0424a72781ed5de4f0369725c79,AlphaLend,DeFi
0xc8ada8b9d295379f5c8128fa796b76ddfd8ab78be669463520a6df57d20e5719,OmniBTC,DeFi
0xc909ca090a346053a84665aca8738880725682d431f17c3853dbcd72a91d10be,RaidenX,DeFi
0xc94af80a10796ad0732cca33b38a858f712256da0763a65bafb2a63cf3e6a0d0,TradePort,NFT Apps
0xc9523f683256502be15ec4979098d510f67b6d3f0df02eebf124515014433270,PandaSui,Memecoin
0xc952f454a2cc83ad1102ebd84306f4e7ebb3d6fcb44d2feb94911010d64e1237,Bucket Protocol,DeFi
0xc95f64bed1ff5d7a673ee602eddd79093c6b20bb4e0be143471e44b1b7295e56,SuiCityP2E,Gaming
0xc96238a68b5bf39b5fcd2638030f37222b469f8f1ca49379181e0209c01bbed7,Typus Finance,DeFi
0xc967b7862d926720761ee15fbd0254a975afa928712abcaa4f7c17bb2b38d38b,Sui Name Service,Utility
0xc985ff436f334f864d74f35c3da9e116419b63a0c027cbe2ac7815afc4abc450,ABEx Finance,DeFi
0xc9a1f08e77bcc259099137634607d7286899c5f769b5df3171155c42d386201b,OriginByte,Utility
0xc9aab675e3851b2f92862a29932712a857430b861905ad04939a87bd2fe002c3,Kriya,DeFi
0xc9ba51116d85cfbb401043f5e0710ab582c4b9b04a139b7df223f8f06bb66fa5,Bluefin,DeFi
0xc9d854c3a8ea5050791358c6f99b1bc2ce47c54fd550f996b50cfdcb243e983c,Movescriptions,Utility
0xc9e49908cde4b26ef8d2ee8b15130089c8e9828034d582ab45fb49f14ac1688c,Bucket Protocol,DeFi
0xc9f008794e70543443bb49bc9719120a6d43bb2cf6b522ec924f495a36b7e69e,Magma Finance,DeFi
0xc9f859f98ca352a11b97a038c4b4162bee437b8df8caa047990fe9cb03d4f778,Scallop,DeFi
0xca441b44943c16be0e6e23c5a955bb971537ea3289ae8016fbf33fffe1fd210f,NAVI Protocol,DeFi
0xca5a5a62f01c79a104bf4d31669e29daa387f325c241de4edbe30986a9bc8b0d,Scallop,DeFi
0xca5fb99af8ee7f40da48ed782107b40c8d669f17b85c76d7af7aec856d430f34,AtlanSui,NFT Apps
0xca602b2046ac0adf4e42c95cd8bbe1e7f24fe74bfa899bd78278f4b14778d727,Flame Protocol,DeFi
